CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent,cluster_k
12455,5,201109,3,17.0,416.8,467.9719999999999,2339.8599999999997,4
12456,3,201110,2,40.666666666666664,539.3333333333334,860.3466666666667,2581.04,0
12457,4,201110,2,14.5,175.75,416.96999999999997,1667.8799999999999,4
12458,2,201109,3,18.0,251.0,393.70000000000005,787.4000000000001,4
12461,1,201107,5,34.0,282.0,626.8800000000001,626.8800000000001,0
12462,2,201111,1,30.0,263.5,468.79499999999996,937.5899999999999,0
12463,4,201110,2,19.5,189.0,295.24500000000006,1180.9800000000002,4
12464,8,201111,1,2.75,11.875,119.63125000000001,957.0500000000001,4
12465,2,201111,1,22.5,237.5,341.095,682.19,4
12468,2,201106,6,18.0,181.0,328.77,657.54,1
12471,27,201112,0,16.11111111111111,299.3333333333333,642.8611111111111,17357.25,6
12472,7,201111,1,47.0,587.1428571428571,858.6157142857145,6010.310000000001,0
12473,3,201110,2,52.666666666666664,785.6666666666666,855.0099999999999,2565.0299999999997,0
12474,18,201111,1,22.38888888888889,265.6111111111111,369.50777777777773,6651.139999999999,6
12475,1,201110,2,35.0,532.0,669.38,669.38,0
12476,10,201111,1,21.7,232.4,578.917,5789.17,6
12477,6,201111,1,49.666666666666664,605.1666666666666,2189.5399999999995,13137.239999999998,7
12478,1,201112,0,35.0,233.0,545.99,545.99,0
12479,1,201111,1,29.0,366.0,453.2,453.2,0
12480,4,201111,1,37.5,421.25,721.4075000000001,2885.6300000000006,0
12481,10,201111,1,20.9,327.2,502.032,5020.32,6
12483,7,201111,1,9.571428571428571,156.0,271.78285714285715,1902.48,4
12484,4,201111,1,85.5,542.5,988.43,3953.72,7
12488,3,201111,1,18.0,175.33333333333334,414.8866666666666,1244.6599999999999,4
12489,1,201101,11,14.0,103.0,298.93,298.93,1
12490,10,201112,0,23.5,303.3,485.99300000000005,4859.93,6
12491,1,201111,1,25.0,258.0,424.4000000000001,424.4000000000001,0
12492,2,201110,2,9.0,95.0,113.605,227.21,4
12493,2,201106,6,9.5,101.5,181.395,362.79,1
12494,6,201111,1,11.166666666666666,114.66666666666667,168.41666666666666,1010.5,4
12497,1,201109,3,13.0,1231.0,953.1,953.1,4
12498,3,201111,1,7.0,52.0,116.56666666666666,349.7,4
12500,11,201111,1,4.545454545454546,242.1818181818182,366.85636363636365,4035.42,4
12501,1,201101,11,147.0,1751.0,1995.3899999999992,1995.3899999999992,7
12502,5,201109,3,28.4,158.8,599.1740000000001,2995.8700000000003,0
12504,1,201111,1,2.0,48.0,60.0,60.0,4
12506,1,201104,8,23.0,23.0,73.50000000000003,73.50000000000003,1
12507,2,201107,5,9.5,442.5,503.03,1006.06,4
12508,2,201111,1,34.5,136.0,199.135,398.27,0
12509,1,201102,10,6.0,54.0,158.5,158.5,1
12510,2,201107,5,15.5,173.5,407.285,814.57,4
12512,2,201110,2,17.0,49.5,69.01500000000003,138.03000000000006,4
12513,1,201108,4,33.0,453.0,532.7900000000001,532.7900000000001,0
12514,1,201103,9,51.0,440.0,1017.6800000000002,1017.6800000000002,1
12515,1,201100,12,15.0,128.0,278.7,278.7,1
12516,2,201109,3,12.0,434.0,593.03,1186.06,4
12517,4,201111,1,70.0,337.25,575.76,2303.04,7
12518,5,201112,0,23.8,261.2,368.178,1840.89,4
12519,1,201110,2,17.0,180.0,286.84,286.84,4
12520,5,201109,3,28.8,282.8,458.90200000000004,2294.51,0
12521,1,201107,5,37.0,306.0,545.6800000000001,545.6800000000001,0
12522,2,201110,2,5.0,96.0,78.36,156.72,4
12523,11,201111,1,9.090909090909092,78.0,151.11545454545455,1662.2700000000002,4
12524,8,201111,1,17.0,458.625,493.21500000000003,3945.7200000000003,4
12526,3,201112,0,22.666666666666668,208.0,390.8866666666666,1172.6599999999999,4
12527,3,201109,3,5.666666666666667,77.66666666666667,110.23666666666668,330.71000000000004,4
12528,6,201111,1,14.333333333333334,123.33333333333333,274.2466666666666,1645.4799999999998,4
12530,4,201110,2,15.0,222.75,365.4075,1461.63,4
12531,1,201111,1,17.0,45.0,125.22,125.22,4
12532,1,201111,1,15.0,151.0,313.83,313.83,4
12534,1,201108,4,62.0,645.0,981.1800000000001,981.1800000000001,7
12535,2,201109,3,17.0,109.5,358.17500000000007,716.3500000000001,4
12536,1,201110,2,251.0,2684.0,4163.980000000002,4163.980000000002,9
12538,1,201111,1,21.0,191.0,363.95,363.95,4
12539,4,201111,1,68.25,516.75,1392.0874999999999,5568.349999999999,7
12540,17,201111,1,27.058823529411764,389.3529411764706,680.440588235294,11567.489999999996,6
12541,3,201111,1,16.333333333333332,225.0,280.39333333333326,841.1799999999998,4
12544,1,201111,1,18.0,134.0,316.7,316.7,4
12545,2,201109,3,24.0,258.5,416.195,832.39,4
12546,2,201110,2,33.0,306.0,500.75,1001.5,0
12547,2,201105,7,3.0,66.0,75.9,151.8,1
12548,1,201106,6,4.0,48.0,67.19999999999999,67.19999999999999,1
12550,1,201109,3,56.0,564.0,824.8299999999994,824.8299999999994,7
12551,1,201100,12,10.0,100.0,168.0,168.0,1
12552,1,201110,2,19.0,85.0,317.81999999999994,317.81999999999994,4
12553,10,201112,0,17.9,190.3,324.19800000000004,3241.9800000000005,4
12556,2,201110,2,60.5,179.0,301.8549999999999,603.7099999999998,7
12557,5,201111,1,6.6,876.8,2398.192,11990.96,0
12559,2,201102,10,9.5,139.5,250.105,500.21,1
12560,2,201112,0,51.5,549.0,959.005,1918.01,0
12561,1,201102,10,16.0,177.0,238.85,238.85,1
12562,7,201112,0,23.0,251.0,483.6771428571428,3385.74,0
12564,1,201103,9,20.0,130.0,402.9000000000001,402.9000000000001,1
12565,1,201102,10,9.0,80.0,145.92,145.92,1
12566,1,201109,3,18.0,262.0,297.65000000000003,297.65000000000003,4
12567,10,201111,1,42.1,404.5,832.2939999999999,8322.939999999999,0
12569,32,201112,0,4.90625,54.59375,98.5215625,3152.69,6
12571,2,201110,2,17.0,261.5,259.805,519.61,4
12572,2,201112,0,29.0,223.0,456.2100000000001,912.4200000000002,0
12573,1,201104,8,28.0,84.0,160.54,160.54,1
12574,1,201101,11,10.0,59.0,182.45000000000002,182.45000000000002,1
12576,5,201111,1,17.6,193.4,263.166,1315.83,4
12577,3,201111,1,48.666666666666664,157.0,217.95000000000002,653.85,0
12578,2,201111,1,56.0,591.0,1201.255,2402.51,7
12579,1,201109,3,27.0,276.0,374.71999999999997,374.71999999999997,0
12580,1,201104,8,23.0,236.0,379.7,379.7,1
12581,1,201110,2,14.0,160.0,179.70999999999998,179.70999999999998,4
12582,2,201104,8,10.0,148.0,175.68,351.36,1
12583,15,201112,0,15.4,332.8,442.96933333333334,6644.54,6
12584,8,201112,0,10.75,49.0,255.15,2041.2,4
12585,2,201104,8,42.5,633.5,912.05,1824.1,1
12586,1,201111,1,11.0,79.0,196.94,196.94,4
12587,1,201112,0,3.0,50.0,104.0,104.0,4
12588,1,201110,2,9.0,52.0,174.9,174.9,4
12589,2,201111,1,16.5,151.0,287.34,574.68,4
12590,1,201105,7,67.0,4282.0,9341.260000000004,9341.260000000004,9
12591,1,201101,11,25.0,225.0,368.84999999999985,368.84999999999985,1
12592,2,201109,3,8.0,144.0,200.8,401.6,4
12593,3,201108,4,6.666666666666667,68.0,127.36666666666667,382.1,4
12594,9,201111,1,12.666666666666666,196.88888888888889,356.4688888888889,3208.2200000000003,4
12596,2,201110,2,12.5,234.0,225.135,450.27,4
12597,4,201111,1,49.25,542.5,774.0550000000003,3096.220000000001,0
12598,7,201111,1,18.0,275.42857142857144,398.09714285714284,2786.68,4
12599,7,201111,1,7.857142857142857,135.42857142857142,126.93999999999998,888.5799999999999,4
12600,10,201111,1,5.4,75.8,231.10399999999998,2311.04,4
12601,5,201106,6,4.6,48.0,97.412,487.06000000000006,1
12602,1,201110,2,12.0,162.0,153.12000000000003,153.12000000000003,4
12603,1,201111,1,1.0,56.0,613.1999999999999,613.1999999999999,4
12604,2,201109,3,7.5,100.0,118.09,236.18,4
12609,3,201109,3,19.0,213.0,321.6166666666667,964.85,4
12610,4,201111,1,25.0,255.25,428.56,1714.24,0
12611,1,201110,2,65.0,846.0,1193.32,1193.32,7
12612,1,201109,3,18.0,260.0,668.0400000000001,668.0400000000001,4
12613,4,201110,2,36.5,402.0,753.97,3015.88,0
12614,1,201103,9,20.0,76.0,315.59999999999997,315.59999999999997,1
12615,4,201112,0,25.25,341.25,523.2975,2093.19,0
12616,2,201109,3,15.0,140.0,320.65,641.3,4
12617,1,201111,1,42.0,213.0,355.5300000000002,355.5300000000002,0
12618,1,201111,1,10.0,95.0,137.31,137.31,4
12619,8,201111,1,10.0,417.5,364.06999999999994,2912.5599999999995,4
12620,3,201111,1,30.333333333333332,393.0,434.46999999999997,1303.4099999999999,0
12621,20,201112,0,22.3,367.25,618.3035,12366.07,6
12622,1,201104,8,10.0,68.0,162.09999999999997,162.09999999999997,1
12623,1,201103,9,17.0,189.0,269.1,269.1,1
12624,2,201108,4,18.0,175.5,284.565,569.13,4
12625,2,201105,7,41.5,786.5,1187.11,2374.22,0
12626,9,201111,1,31.0,371.0,641.4099999999999,5772.689999999999,0
12627,6,201111,1,37.333333333333336,455.0,680.4216666666666,4082.5299999999997,0
12628,3,201112,0,12.666666666666666,148.33333333333334,244.15333333333334,732.46,4
12630,2,201111,1,31.0,271.0,515.44,1030.88,0
12631,1,201110,2,30.0,232.0,480.50000000000017,480.50000000000017,0
12633,4,201110,2,24.0,284.75,477.2950000000001,1909.1800000000003,0
12635,2,201109,3,49.5,581.0,754.5899999999997,1509.1799999999994,0
12637,8,201110,2,48.375,373.875,727.9874999999997,5823.899999999998,0
12638,1,201111,1,38.0,573.0,511.69,511.69,0
12639,1,201104,8,21.0,198.0,366.1,366.1,1
12640,3,201111,1,16.666666666666668,100.33333333333333,331.52666666666664,994.5799999999999,4
12641,1,201108,4,9.0,71.0,145.9,145.9,4
12642,3,201111,1,14.666666666666666,182.0,301.75333333333333,905.26,4
12643,6,201108,4,3.0,298.0,506.94000000000005,3041.6400000000003,4
12644,1,201108,4,31.0,325.0,477.9100000000001,477.9100000000001,0
12645,4,201111,1,17.0,266.0,402.84499999999997,1611.3799999999999,4
12646,2,201112,0,22.5,448.5,673.4849999999999,1346.9699999999998,0
12647,12,201111,1,9.0,116.25,259.40583333333336,3112.8700000000003,6
12648,1,201107,5,20.0,159.0,300.05,300.05,4
12649,3,201108,4,9.666666666666666,194.33333333333334,189.83666666666667,569.51,4
12650,1,201112,0,19.0,250.0,242.44,242.44,4
12651,1,201101,11,9.0,78.0,114.00000000000003,114.00000000000003,1
12652,1,201101,11,47.0,498.0,793.9799999999998,793.9799999999998,1
12653,2,201107,5,21.5,459.5,1104.925,2209.85,0
12654,5,201111,1,6.8,52.0,105.99600000000001,529.98,4
12656,5,201111,1,24.2,339.8,723.8340000000001,3619.17,0
12657,4,201111,1,9.0,161.5,252.015,1008.06,4
12658,1,201111,1,35.0,317.0,632.0500000000001,632.0500000000001,0
12659,1,201111,1,4.0,104.0,73.68,73.68,4
12660,1,201111,1,12.0,126.0,227.10000000000002,227.10000000000002,4
12662,11,201112,0,19.818181818181817,183.9090909090909,319.18909090909096,3511.0800000000004,6
12664,9,201112,0,3.111111111111111,132.0,487.9866666666667,4391.88,4
12665,1,201101,11,2.0,36.0,45.0,45.0,1
12667,1,201110,2,32.0,391.0,460.12999999999994,460.12999999999994,0
12668,4,201111,1,38.75,393.75,785.5875000000001,3142.3500000000004,0
12669,2,201107,5,49.0,552.0,713.8650000000001,1427.7300000000002,0
12670,5,201111,1,17.4,276.6,548.81,2744.0499999999997,4
12672,1,201101,11,10.0,78.0,225.9,225.9,1
12673,2,201112,0,20.5,174.5,287.26,574.52,4
12674,4,201111,1,19.5,275.5,453.65,1814.6,4
12676,6,201111,1,6.5,110.66666666666667,181.89833333333334,1091.39,4
12678,9,201110,2,17.333333333333332,1211.111111111111,1814.606666666667,16331.460000000003,6
12679,4,201110,2,10.75,134.25,233.85500000000008,935.4200000000003,4
12680,4,201112,0,12.25,109.75,197.70249999999996,790.8099999999998,4
12681,22,201111,1,27.954545454545453,338.90909090909093,561.4904545454546,12352.79,6
12682,31,201112,0,16.0,177.58064516129033,355.74903225806446,11028.219999999998,6
12683,14,201112,0,23.357142857142858,351.42857142857144,538.2564285714285,7535.589999999999,6
12684,6,201112,0,16.333333333333332,328.8333333333333,345.605,2073.63,4
12685,6,201111,1,25.166666666666668,251.16666666666666,429.18,2575.08,0
12686,1,201100,12,6.0,106.0,71.14,71.14,1
12688,1,201108,4,171.0,3028.0,4873.810000000005,4873.810000000005,9
12689,2,201111,1,35.0,311.0,569.8050000000002,1139.6100000000004,0
12690,1,201105,7,15.0,103.0,335.00999999999993,335.00999999999993,1
12691,5,201111,1,5.4,77.6,185.56,927.8,4
12693,4,201108,4,8.75,61.75,177.9775,711.91,4
12694,2,201109,3,17.5,251.5,380.8349999999999,761.6699999999998,4
12695,4,201112,0,6.75,55.0,145.525,582.1,4
12697,3,201111,1,12.666666666666666,167.66666666666666,252.53000000000006,757.5900000000001,4
12700,4,201112,0,66.0,736.0,1131.4975,4525.99,7
12701,2,201109,3,25.5,337.0,362.855,725.71,0
12702,1,201111,1,11.0,52.0,201.0,201.0,4
12703,1,201109,3,20.0,163.0,265.54999999999995,265.54999999999995,4
12704,8,201112,0,10.125,123.875,217.605,1740.84,4
12705,8,201111,1,40.875,495.5,795.5737499999999,6364.589999999999,0
12707,1,201102,10,33.0,256.0,603.42,603.42,1
12708,10,201111,1,14.7,129.2,244.29100000000003,2442.9100000000003,4
12709,15,201111,1,13.333333333333334,258.8,625.3079999999999,9379.619999999999,6
12710,3,201109,3,24.666666666666668,281.3333333333333,341.0066666666668,1023.0200000000003,4
12712,13,201111,1,8.923076923076923,79.0,294.78692307692313,3832.230000000001,6
12713,1,201112,0,37.0,505.0,794.5499999999998,794.5499999999998,0
12714,5,201111,1,50.8,609.2,858.9720000000001,4294.860000000001,0
12715,1,201108,4,20.0,195.0,273.86,273.86,4
12716,2,201112,0,33.5,351.5,481.7449999999998,963.4899999999996,0
12717,2,201107,5,26.5,251.0,415.49,830.98,0
12718,1,201109,3,18.0,201.0,202.25000000000003,202.25000000000003,4
12719,2,201112,0,17.5,179.0,268.775,537.55,4
12720,25,201112,0,13.68,185.4,204.62920000000003,5115.7300000000005,6
12721,6,201111,1,25.666666666666668,323.6666666666667,394.37166666666667,2366.23,0
12722,4,201109,3,12.5,140.5,233.24499999999998,932.9799999999999,4
12723,5,201112,0,13.6,86.6,141.414,707.0699999999999,4
12724,4,201112,0,12.25,109.75,230.85250000000005,923.4100000000002,4
12725,1,201100,12,23.0,162.0,371.79999999999995,371.79999999999995,1
12726,7,201111,1,16.714285714285715,447.42857142857144,344.4428571428572,2411.1000000000004,4
12727,7,201111,1,18.714285714285715,293.7142857142857,489.3857142857144,3425.7000000000007,4
12728,4,201109,3,10.5,103.25,182.08249999999998,728.3299999999999,4
12729,1,201108,4,25.0,231.0,417.0100000000001,417.0100000000001,0
12731,12,201111,1,22.583333333333332,696.5833333333334,1555.0341666666666,18660.41,6
12732,1,201106,6,11.0,110.0,218.2600000000001,218.2600000000001,1
12733,1,201104,8,22.0,137.0,383.95,383.95,1
12734,1,201100,12,4.0,88.0,110.39999999999999,110.39999999999999,1
12735,2,201101,11,20.5,181.5,344.7849999999999,689.5699999999998,1
12736,1,201101,11,3.0,168.0,144.0,144.0,1
12738,1,201100,12,10.0,147.0,137.35,137.35,1
12739,1,201109,3,37.0,485.0,975.5400000000001,975.5400000000001,0
12740,1,201110,2,27.0,342.0,427.5999999999999,427.5999999999999,0
12743,2,201107,5,67.0,159.5,273.215,546.43,7
12744,4,201110,2,53.75,1308.5,2280.0975,9120.39,7
12747,11,201112,0,9.363636363636363,115.9090909090909,381.4554545454546,4196.01,6
12748,204,201112,0,22.25,118.0343137254902,150.35210784313722,30671.829999999994,9
12749,5,201112,0,39.6,294.0,808.1760000000002,4040.880000000001,0
12750,1,201108,4,15.0,137.0,275.88,275.88,4
12752,1,201109,3,53.0,2262.0,4366.779999999999,4366.779999999999,9
12753,6,201111,1,32.666666666666664,1896.8333333333333,3554.565,21327.39,9
12754,3,201104,8,21.0,2160.3333333333335,1003.5799999999999,3010.74,1
12755,2,201103,9,2.0,745.5,1905.975,3811.95,1
12756,1,201109,3,4.0,144.0,112.08000000000001,112.08000000000001,4
12757,9,201111,1,40.44444444444444,264.6666666666667,464.9111111111111,4184.2,0
12758,2,201108,4,48.5,1067.5,1395.795,2791.59,0
12759,3,201110,2,30.666666666666668,298.0,470.48,1411.44,0
12762,2,201112,0,33.5,610.0,851.2600000000003,1702.5200000000007,0
12763,2,201107,5,9.0,158.0,247.04,494.08,4
12764,1,201101,11,45.0,386.0,1693.8800000000003,1693.8800000000003,1
12766,7,201112,0,43.714285714285715,518.1428571428571,922.5185714285714,6457.629999999999,0
12769,1,201104,8,32.0,356.0,1143.6000000000001,1143.6000000000001,1
12770,1,201105,7,12.0,743.0,1351.4499999999998,1351.4499999999998,1
12772,1,201110,2,54.0,551.0,752.4700000000004,752.4700000000004,0
12775,5,201111,1,12.0,169.2,249.24800000000005,1246.2400000000002,4
12778,6,201111,1,7.333333333333333,136.16666666666666,115.53833333333334,693.23,4
12779,8,201111,1,18.375,252.0,489.56999999999994,3916.5599999999995,4
12781,2,201110,2,11.5,323.0,375.49,750.98,4
12782,5,201112,0,19.4,212.0,378.784,1893.9199999999998,4
12783,4,201112,0,19.5,152.75,323.9675,1295.87,4
12784,1,201111,1,58.0,298.0,518.42,518.42,0
12785,1,201100,12,13.0,129.0,255.95,255.95,1
12787,3,201111,1,5.666666666666667,86.0,139.5533333333333,418.65999999999997,4
12789,1,201110,2,3.0,3.0,76.85000000000001,76.85000000000001,4
12790,1,201105,7,20.0,164.0,294.9200000000001,294.9200000000001,1
12791,1,201100,12,1.0,96.0,177.60000000000002,177.60000000000002,1
12792,1,201103,9,24.0,215.0,344.54,344.54,1
12793,2,201101,11,11.0,146.0,230.74,461.48,1
12794,2,201110,2,22.5,296.0,430.20500000000004,860.4100000000001,4
12795,1,201111,1,13.0,64.0,318.4800000000001,318.4800000000001,4
12797,1,201100,12,8.0,78.0,166.18000000000004,166.18000000000004,1
12798,3,201111,1,2.6666666666666665,1752.0,2325.68,6977.039999999999,0
12802,1,201106,6,23.0,300.0,382.58,382.58,1
12808,3,201111,1,9.0,62.333333333333336,151.88333333333333,455.65,4
12809,1,201106,6,24.0,217.0,405.31,405.31,1
12811,2,201103,9,14.0,113.5,229.425,458.85,1
12812,1,201110,2,15.0,164.0,229.63999999999993,229.63999999999993,4
12814,1,201108,4,1.0,48.0,85.92,85.92,4
12815,2,201107,5,22.5,187.0,431.7299999999999,863.4599999999998,4
12816,2,201109,3,13.5,62.5,226.10000000000002,452.20000000000005,4
12817,1,201103,9,3.0,52.0,126.03999999999999,126.03999999999999,1
12818,1,201103,9,13.0,920.0,1182.08,1182.08,1
12820,4,201112,0,14.75,180.5,235.585,942.34,4
12821,1,201105,7,6.0,70.0,92.72,92.72,1
12822,2,201109,3,22.5,274.0,459.4899999999999,918.9799999999998,4
12823,5,201109,3,1.0,46.0,351.9,1759.5,4
12824,1,201110,2,25.0,232.0,397.11999999999995,397.11999999999995,0
12826,7,201112,0,13.0,151.14285714285714,210.67428571428567,1474.7199999999998,4
12827,3,201112,0,8.333333333333334,65.66666666666667,143.38333333333333,430.15,4
12828,6,201112,0,9.333333333333334,82.33333333333333,169.785,1018.7099999999999,4
12829,2,201101,11,5.5,188.0,146.5,293.0,1
12830,6,201111,1,6.333333333333333,1641.3333333333333,1135.7733333333333,6814.639999999999,4
12831,1,201103,9,9.0,135.0,215.05,215.05,1
12832,2,201111,1,13.5,97.5,191.515,383.03,4
12833,1,201107,5,24.0,156.0,417.37999999999994,417.37999999999994,4
12834,1,201103,9,18.0,110.0,312.38,312.38,1
12836,4,201110,2,43.75,266.0,653.215,2612.86,0
12837,1,201106,6,12.0,24.0,134.1,134.1,1
12838,2,201111,1,61.5,179.5,341.56499999999994,683.1299999999999,7
12839,14,201112,0,22.428571428571427,271.92857142857144,399.3871428571429,5591.420000000001,6
12840,4,201107,5,28.25,377.75,681.6925,2726.77,0
12841,25,201112,0,16.56,109.6,159.1608,3979.02,6
12842,2,201109,3,17.0,273.5,559.495,1118.99,4
12843,8,201110,2,12.625,96.5,211.63875000000002,1693.1100000000001,4
12844,2,201111,1,26.0,62.5,162.98000000000002,325.96000000000004,4
12845,4,201103,9,6.75,51.0,88.5225,354.09,1
12847,1,201111,1,91.0,909.0,871.5399999999998,871.5399999999998,7
12849,2,201111,1,24.5,302.5,516.625,1033.25,0
12851,1,201109,3,50.0,109.0,135.17999999999995,135.17999999999995,0
12852,1,201102,10,17.0,149.0,311.54999999999995,311.54999999999995,1
12853,6,201107,5,12.666666666666666,131.33333333333334,317.35,1904.1000000000001,4
12854,3,201109,3,36.666666666666664,209.0,441.5,1324.5,0
12855,1,201100,12,3.0,30.0,38.1,38.1,1
12856,6,201112,0,52.333333333333336,179.83333333333334,363.32166666666666,2179.93,0
12857,2,201105,7,23.0,171.5,553.2,1106.4,1
12863,1,201110,2,5.0,188.0,521.2,521.2,4
12864,1,201107,5,3.0,216.0,147.12,147.12,4
12865,2,201111,1,47.5,462.5,784.1149999999998,1568.2299999999996,0
12866,1,201103,9,25.0,167.0,499.11999999999995,499.11999999999995,1
